STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,LOCATION,Country,INDICATOR,Indicator,SUBJECT,Subject,MEASURE,Measure,FREQUENCY,Frequency,TIME_PERIOD,Time,OBS_VALUE,Observation Value,OBS_STATUS,Observation Status,UNIT_MEASURE,Unit of Measures,UNIT_MULT,Multiplier,BASE_PER,Base reference period
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,USA,United States,CPI,Inflation (CPI),TOT_FOODENRG,"Total less food, less energy",AGRWTH,Annual growth rate (%),Q,Quarterly,2021-Q1,,1.446444,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,USA,United States,CPI,Inflation (CPI),ENRG,Energy,IDX2015,2015=100,Q,Quarterly,2021-Q1,,105.8694,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,USA,United States,CPI,Inflation (CPI),TOT,Total,IDX2015,2015=100,Q,Quarterly,2021-Q1,,111.029,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,USA,United States,INDPROD,Industrial production,TOT,Total,IDX2015,2015=100,Q,Quarterly,2021-Q1,,96.58043,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,USA,United States,STINT,Short-term interest rates,TOT,Total,PC_PA,% per annum,Q,Quarterly,2021-Q1,,0.1166667,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,USA,United States,CPI,Inflation (CPI),TOT,Total,IDX2015,2015=100,Q,Quarterly,2009-Q3,,91.01373,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,USA,United States,INDPROD,Industrial production,CONSTR,Construction,IDX2015,2015=100,Q,Quarterly,2009-Q3,,82.91946,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,USA,United States,INDPROD,Industrial production,TOT,Total,IDX2015,2015=100,Q,Quarterly,2009-Q3,,85.83384,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,USA,United States,STINT,Short-term interest rates,TOT,Total,PC_PA,% per annum,Q,Quarterly,2009-Q3,,0.3,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,USA,United States,INDPROD,Industrial production,MFG,Manufacturing,IDX2015,2015=100,Q,Quarterly,2009-Q3,,88.03345,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,USA,United States,LTINT,Long-term interest rates,TOT,Total,PC_PA,% per annum,Q,Quarterly,2009-Q3,,3.516667,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,USA,United States,CPI,Inflation (CPI),TOT_FOODENRG,"Total less food, less energy",IDX2015,2015=100,Q,Quarterly,2009-Q3,,90.69041,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,USA,United States,EMP,Employment rate,WOMEN,Women,THND_PER,Thousand persons,Q,Quarterly,2009-Q3,,66018,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,USA,United States,CPI,Inflation (CPI),TOT,Total,AGRWTH,Annual growth rate (%),Q,Quarterly,2022-Q3,,8.329475,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,USA,United States,CPI,Inflation (CPI),FOOD,Food,IDX2015,2015=100,Q,Quarterly,2022-Q3,,121.7558,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,USA,United States,CPI,Inflation (CPI),TOT,Total,IDX2015,2015=100,Q,Quarterly,2022-Q3,,125.0621,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,USA,United States,INDPROD,Industrial production,CONSTR,Construction,IDX2015,2015=100,Q,Quarterly,2022-Q3,,165.7155,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,USA,United States,CPI,Inflation (CPI),FOOD,Food,AGRWTH,Annual growth rate (%),Q,Quarterly,2022-Q3,,13.20221,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,USA,United States,EMP,Employment rate,TOT,Total,PC_WKGPOP,% of working age population,Q,Quarterly,2022-Q3,,71.40501,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,USA,United States,EMP,Employment rate,TOT,Total,THND_PER,Thousand persons,Q,Quarterly,2022-Q3,,158605.3,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,USA,United States,INDPROD,Industrial production,MFG,Manufacturing,IDX2015,2015=100,Q,Quarterly,2022-Q3,,100.1675,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,USA,United States,INDPROD,Industrial production,CONSTR,Construction,IDX2015,2015=100,Q,Quarterly,2019-Q1,,117.2896,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,USA,United States,CPI,Inflation (CPI),FOOD,Food,AGRWTH,Annual growth rate (%),Q,Quarterly,2019-Q1,,1.099259,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,USA,United States,EMP,Employment rate,TOT,Total,PC_WKGPOP,% of working age population,Q,Quarterly,2019-Q1,,71.04262,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,USA,United States,EMP,Employment rate,TOT,Total,THND_PER,Thousand persons,Q,Quarterly,2019-Q1,,156730.7,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,USA,United States,INDPROD,Industrial production,MFG,Manufacturing,IDX2015,2015=100,Q,Quarterly,2019-Q1,,99.87873,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,USA,United States,CPI,Inflation (CPI),ENRG,Energy,AGRWTH,Annual growth rate (%),Q,Quarterly,2019-Q1,,-3.409419,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,USA,United States,EMP,Employment rate,WOMEN,Women,PC_WKGPOP,% of working age population,Q,Quarterly,2019-Q1,,66.00706,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,USA,United States,LTINT,Long-term interest rates,TOT,Total,PC_PA,% per annum,Q,Quarterly,2019-Q1,,2.653333,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,USA,United States,CPI,Inflation (CPI),TOT_FOODENRG,"Total less food, less energy",AGRWTH,Annual growth rate (%),Q,Quarterly,2019-Q1,,2.091311,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,USA,United States,CPI,Inflation (CPI),ENRG,Energy,IDX2015,2015=100,Q,Quarterly,2019-Q1,,101.0419,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,USA,United States,CPI,Inflation (CPI),TOT,Total,IDX2015,2015=100,Q,Quarterly,2019-Q1,,106.6998,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,USA,United States,INDPROD,Industrial production,TOT,Total,IDX2015,2015=100,Q,Quarterly,2019-Q1,,102.1109,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,USA,United States,STINT,Short-term interest rates,TOT,Total,PC_PA,% per annum,Q,Quarterly,2019-Q1,,2.52,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,USA,United States,CPI,Inflation (CPI),TOT,Total,IDX2015,2015=100,Q,Quarterly,2015-Q3,,100.5434,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,USA,United States,INDPROD,Industrial production,TOT,Total,IDX2015,2015=100,Q,Quarterly,2015-Q3,,100.0191,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,USA,United States,STINT,Short-term interest rates,TOT,Total,PC_PA,% per annum,Q,Quarterly,2015-Q3,,0.24,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,USA,United States,INDPROD,Industrial production,MFG,Manufacturing,IDX2015,2015=100,Q,Quarterly,2015-Q3,,100.2293,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,USA,United States,LTINT,Long-term interest rates,TOT,Total,PC_PA,% per annum,Q,Quarterly,2015-Q3,,2.22,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,USA,United States,CPI,Inflation (CPI),TOT_FOODENRG,"Total less food, less energy",IDX2015,2015=100,Q,Quarterly,2015-Q3,,100.2348,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,USA,United States,EMP,Employment rate,WOMEN,Women,THND_PER,Thousand persons,Q,Quarterly,2015-Q3,,69672.66,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,USA,United States,INDPROD,Industrial production,MFG,Manufacturing,IDX2015,2015=100,Q,Quarterly,2012-Q2,,98.6209,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,USA,United States,CPI,Inflation (CPI),TOT_FOODENRG,"Total less food, less energy",AGRWTH,Annual growth rate (%),Q,Quarterly,2022-Q4,,5.982584,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,USA,United States,CPI,Inflation (CPI),ENRG,Energy,IDX2015,2015=100,Q,Quarterly,2022-Q4,,142.6434,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,USA,United States,INDPROD,Industrial production,TOT,Total,IDX2015,2015=100,Q,Quarterly,2022-Q4,,101.7594,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,USA,United States,CPI,Inflation (CPI),TOT_FOODENRG,"Total less food, less energy",IDX2015,2015=100,Q,Quarterly,2022-Q4,,123.7071,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,USA,United States,CPI,Inflation (CPI),FOOD,Food,IDX2015,2015=100,Q,Quarterly,2023-Q1,,124.605,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,USA,United States,CPI,Inflation (CPI),TOT,Total,IDX2015,2015=100,Q,Quarterly,2023-Q1,,126.8328,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,USA,United States,INDPROD,Industrial production,CONSTR,Construction,IDX2015,2015=100,Q,Quarterly,2023-Q1,,169.2869,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,USA,United States,CPI,Inflation (CPI),FOOD,Food,AGRWTH,Annual growth rate (%),Q,Quarterly,2023-Q1,,9.929513,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,USA,United States,EMP,Employment rate,TOT,Total,PC_WKGPOP,% of working age population,Q,Quarterly,2023-Q1,,71.77378,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,USA,United States,EMP,Employment rate,TOT,Total,THND_PER,Thousand persons,Q,Quarterly,2023-Q1,,160448.3,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,USA,United States,INDPROD,Industrial production,MFG,Manufacturing,IDX2015,2015=100,Q,Quarterly,2023-Q1,,99.27019,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,USA,United States,CPI,Inflation (CPI),ENRG,Energy,AGRWTH,Annual growth rate (%),Q,Quarterly,2023-Q1,,2.106887,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,USA,United States,EMP,Employment rate,WOMEN,Women,PC_WKGPOP,% of working age population,Q,Quarterly,2023-Q1,,67.1794,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,USA,United States,LTINT,Long-term interest rates,TOT,Total,PC_PA,% per annum,Q,Quarterly,2023-Q1,,3.646667,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,USA,United States,CPI,Inflation (CPI),TOT_FOODENRG,"Total less food, less energy",AGRWTH,Annual growth rate (%),Q,Quarterly,2023-Q1,,5.569983,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,USA,United States,CPI,Inflation (CPI),ENRG,Energy,IDX2015,2015=100,Q,Quarterly,2023-Q1,,138.6739,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,USA,United States,INDPROD,Industrial production,TOT,Total,IDX2015,2015=100,Q,Quarterly,2023-Q1,,101.6957,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,USA,United States,STINT,Short-term interest rates,TOT,Total,PC_PA,% per annum,Q,Quarterly,2023-Q1,,4.753334,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,USA,United States,CPI,Inflation (CPI),TOT,Total,AGRWTH,Annual growth rate (%),Q,Quarterly,2018-Q2,,2.711887,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,USA,United States,INDPROD,Industrial production,CONSTR,Construction,IDX2015,2015=100,Q,Quarterly,2018-Q2,,121.1705,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,USA,United States,EMP,Employment rate,WOMEN,Women,THND_PER,Thousand persons,Q,Quarterly,2018-Q2,,72858.34,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,USA,United States,CPI,Inflation (CPI),ENRG,Energy,AGRWTH,Annual growth rate (%),Q,Quarterly,2018-Q2,,10.50198,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,USA,United States,EMP,Employment rate,WOMEN,Women,PC_WKGPOP,% of working age population,Q,Quarterly,2018-Q2,,65.38686,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,USA,United States,LTINT,Long-term interest rates,TOT,Total,PC_PA,% per annum,Q,Quarterly,2018-Q2,,2.92,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,USA,United States,CPI,Inflation (CPI),TOT_FOODENRG,"Total less food, less energy",AGRWTH,Annual growth rate (%),Q,Quarterly,2018-Q2,,2.210483,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,USA,United States,CPI,Inflation (CPI),TOT,Total,IDX2015,2015=100,Q,Quarterly,2018-Q2,,106.0575,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,USA,United States,INDPROD,Industrial production,TOT,Total,IDX2015,2015=100,Q,Quarterly,2018-Q2,,102.0777,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,USA,United States,CPI,Inflation (CPI),FOOD,Food,IDX2015,2015=100,Q,Quarterly,2016-Q3,,98.2894,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,USA,United States,CPI,Inflation (CPI),ENRG,Energy,IDX2015,2015=100,Q,Quarterly,2016-Q3,,96.16074,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,USA,United States,EMP,Employment rate,TOT,Total,PC_WKGPOP,% of working age population,Q,Quarterly,2016-Q3,,69.36566,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,USA,United States,CPI,Inflation (CPI),TOT,Total,AGRWTH,Annual growth rate (%),Q,Quarterly,2016-Q3,,1.117615,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,USA,United States,INDPROD,Industrial production,CONSTR,Construction,IDX2015,2015=100,Q,Quarterly,2016-Q3,,108.4475,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,USA,United States,CPI,Inflation (CPI),FOOD,Food,AGRWTH,Annual growth rate (%),Q,Quarterly,2016-Q3,,-1.905514,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,USA,United States,EMP,Employment rate,TOT,Total,THND_PER,Thousand persons,Q,Quarterly,2016-Q3,,151698,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,USA,United States,CPI,Inflation (CPI),FOOD,Food,IDX2015,2015=100,Q,Quarterly,2014-Q3,,99.36724,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,USA,United States,CPI,Inflation (CPI),ENRG,Energy,IDX2015,2015=100,Q,Quarterly,2014-Q3,,124.1915,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,USA,United States,EMP,Employment rate,TOT,Total,PC_WKGPOP,% of working age population,Q,Quarterly,2014-Q3,,68.22652,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,USA,United States,CPI,Inflation (CPI),TOT_FOODENRG,"Total less food, less energy",AGRWTH,Annual growth rate (%),Q,Quarterly,2014-Q3,,1.770409,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,USA,United States,INDPROD,Industrial production,CONSTR,Construction,IDX2015,2015=100,Q,Quarterly,2014-Q3,,89.69211,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,USA,United States,CPI,Inflation (CPI),FOOD,Food,AGRWTH,Annual growth rate (%),Q,Quarterly,2014-Q3,,2.943723,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,USA,United States,EMP,Employment rate,TOT,Total,THND_PER,Thousand persons,Q,Quarterly,2014-Q3,,146569,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,USA,United States,CPI,Inflation (CPI),TOT,Total,AGRWTH,Annual growth rate (%),Q,Quarterly,2020-Q2,,0.3642956,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,USA,United States,CPI,Inflation (CPI),FOOD,Food,IDX2015,2015=100,Q,Quarterly,2020-Q2,,104.6612,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,USA,United States,INDPROD,Industrial production,CONSTR,Construction,IDX2015,2015=100,Q,Quarterly,2020-Q2,,130.4527,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,USA,United States,EMP,Employment rate,WOMEN,Women,THND_PER,Thousand persons,Q,Quarterly,2020-Q2,,63755,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,USA,United States,EMP,Employment rate,WOMEN,Women,PC_WKGPOP,% of working age population,Q,Quarterly,2020-Q2,,57.1978,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,USA,United States,CPI,Inflation (CPI),ENRG,Energy,AGRWTH,Annual growth rate (%),Q,Quarterly,2020-Q2,,-16.44289,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,USA,United States,LTINT,Long-term interest rates,TOT,Total,PC_PA,% per annum,Q,Quarterly,2020-Q2,,0.6866667,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,USA,United States,CPI,Inflation (CPI),TOT_FOODENRG,"Total less food, less energy",AGRWTH,Annual growth rate (%),Q,Quarterly,2020-Q2,,1.280423,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,USA,United States,CPI,Inflation (CPI),ENRG,Energy,IDX2015,2015=100,Q,Quarterly,2020-Q2,,91.92538,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,USA,United States,CPI,Inflation (CPI),TOT,Total,IDX2015,2015=100,Q,Quarterly,2020-Q2,,108.372,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,USA,United States,INDPROD,Industrial production,TOT,Total,IDX2015,2015=100,Q,Quarterly,2020-Q2,,86.61503,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,USA,United States,LTINT,Long-term interest rates,TOT,Total,PC_PA,% per annum,Q,Quarterly,2011-Q2,,3.21,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,USA,United States,CPI,Inflation (CPI),TOT_FOODENRG,"Total less food, less energy",IDX2015,2015=100,Q,Quarterly,2011-Q2,,92.68011,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,USA,United States,EMP,Employment rate,TOT,Total,THND_PER,Thousand persons,Q,Quarterly,2011-Q2,,139531.3,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,USA,United States,EMP,Employment rate,MEN,Men,PC_WKGPOP,% of working age population,Q,Quarterly,2011-Q2,,71.11972,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,USA,United States,EMP,Employment rate,WOMEN,Women,PC_WKGPOP,% of working age population,Q,Quarterly,2011-Q2,,61.96582,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,USA,United States,EMP,Employment rate,MEN,Men,THND_PER,Thousand persons,Q,Quarterly,2011-Q2,,74053.34,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,USA,United States,CPI,Inflation (CPI),FOOD,Food,IDX2015,2015=100,Q,Quarterly,2011-Q2,,92.88589,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,USA,United States,CPI,Inflation (CPI),ENRG,Energy,IDX2015,2015=100,Q,Quarterly,2011-Q2,,126.1804,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,USA,United States,EMP,Employment rate,MEN,Men,PC_WKGPOP,% of working age population,Q,Quarterly,2013-Q4,,72.58395,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,USA,United States,EMP,Employment rate,MEN,Men,THND_PER,Thousand persons,Q,Quarterly,2013-Q4,,76549.34,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,USA,United States,CPI,Inflation (CPI),ENRG,Energy,IDX2015,2015=100,Q,Quarterly,2013-Q4,,116.0209,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,USA,United States,CPI,Inflation (CPI),FOOD,Food,IDX2015,2015=100,Q,Quarterly,2013-Q4,,96.5566,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,USA,United States,STINT,Short-term interest rates,TOT,Total,PC_PA,% per annum,Q,Quarterly,2013-Q4,,0.1266667,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,USA,United States,INDPROD,Industrial production,MFG,Manufacturing,IDX2015,2015=100,Q,Quarterly,2013-Q4,,99.72615,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,USA,United States,CPI,Inflation (CPI),TOT_FOODENRG,"Total less food, less energy",AGRWTH,Annual growth rate (%),Q,Quarterly,2013-Q4,,1.706095,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,USA,United States,INDPROD,Industrial production,CONSTR,Construction,IDX2015,2015=100,Q,Quarterly,2013-Q4,,86.90839,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,USA,United States,INDPROD,Industrial production,CONSTR,Construction,IDX2015,2015=100,Q,Quarterly,2011-Q1,,70.64271,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,USA,United States,EMP,Employment rate,TOT,Total,THND_PER,Thousand persons,Q,Quarterly,2011-Q1,,139427.7,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,USA,United States,CPI,Inflation (CPI),TOT,Total,AGRWTH,Annual growth rate (%),Q,Quarterly,2011-Q1,,2.141127,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,USA,United States,CPI,Inflation (CPI),ENRG,Energy,AGRWTH,Annual growth rate (%),Q,Quarterly,2011-Q1,,11.27137,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,USA,United States,CPI,Inflation (CPI),TOT,Total,IDX2015,2015=100,Q,Quarterly,2011-Q1,,93.52339,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,USA,United States,INDPROD,Industrial production,TOT,Total,IDX2015,2015=100,Q,Quarterly,2011-Q1,,92.64056,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,USA,United States,STINT,Short-term interest rates,TOT,Total,PC_PA,% per annum,Q,Quarterly,2011-Q1,,0.2833333,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,USA,United States,INDPROD,Industrial production,MFG,Manufacturing,IDX2015,2015=100,Q,Quarterly,2011-Q1,,95.33298,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,USA,United States,LTINT,Long-term interest rates,TOT,Total,PC_PA,% per annum,Q,Quarterly,2015-Q2,,2.166667,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,USA,United States,CPI,Inflation (CPI),TOT_FOODENRG,"Total less food, less energy",IDX2015,2015=100,Q,Quarterly,2015-Q2,,99.93608,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,USA,United States,CPI,Inflation (CPI),FOOD,Food,AGRWTH,Annual growth rate (%),Q,Quarterly,2015-Q2,,0.9846095,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,USA,United States,EMP,Employment rate,TOT,Total,THND_PER,Thousand persons,Q,Quarterly,2015-Q2,,148714.7,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,USA,United States,EMP,Employment rate,MEN,Men,PC_WKGPOP,% of working age population,Q,Quarterly,2015-Q2,,74.1819,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,USA,United States,EMP,Employment rate,MEN,Men,THND_PER,Thousand persons,Q,Quarterly,2015-Q2,,79092.34,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,USA,United States,CPI,Inflation (CPI),FOOD,Food,IDX2015,2015=100,Q,Quarterly,2015-Q2,,99.59432,,A,,,,,,,
